text,category,char_length,word_count
Where do I find my card PIN?,get_physical_card,28,7
I want to request a physical card,order_physical_card,33,7
"Hello, I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it?",reverted_card_payment?,224,39
Can turn my money into another currency?,exchange_via_app,40,7
What exchange rate will I receive?,exchange_rate,34,6
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",direct_debit_payment_not_recognised,190,39
Why did I get charged for a withdrawal?,cash_withdrawal_charge,39,8
Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge,48,10
If my card was lost or stolen can I re-link it?,card_linking,47,11
How can I exchange to EUR?,fiat_currency_support,26,6
Is it possible to link a new card?,card_linking,34,8
My payment shows that it is pending will I be charged more money?,pending_transfer,65,13
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,request_refund,164,32
The activation process for my card isn't working.,activate_my_card,49,8
"A card has been sent to me, how do I track it?",card_arrival,46,12
"On a card top-up, where can I verify?",verify_top_up,37,8
Why is it failing to top-up?,top_up_failed,28,6
Was I charged extra for using my card?,card_payment_fee_charged,38,8
"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",activate_my_card,117,20
Can I have a mastercard?,visa_or_mastercard,24,5
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,Refund_not_showing_up,179,36
how long until a cash withdrawal will show on my account,pending_cash_withdrawal,56,11
Can I request a refund,request_refund,22,5
There is a record of payment I never submitted on the app.,card_payment_not_recognised,58,12
What could the reason be that my payment card was declined?,declined_card_payment,59,11
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",cancel_transfer,239,43
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds. What is that for? Is it fraud?,cash_withdrawal_charge,151,29
When do i activate auto top-up?,automatic_top_up,31,6
How can I exchange currencies with this app?,exchange_via_app,44,8
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,100,18
Am I able to change my PIN at certain cash machines?,change_pin,52,11
Can you issue both a Visa and a Mastercard to me?,visa_or_mastercard,49,11
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",declined_cash_withdrawal,166,32
I have young kids. Can they use this service?,age_limit,45,9
Please tell me the types of currency I can hold.,fiat_currency_support,48,10
Hi! What documents can I use to verify my identity?,verify_my_identity,51,10
Why is it important to verify my identity?,why_verify_identity,42,8
Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge,31,5
I wanna revert a transaction i did this morning.,cancel_transfer,48,9
"I did a bank transfer to top up, but the money is not available.",top_up_failed,64,14
Which atms allow me to change my pin?,change_pin,37,8
Is it possible to have an item refunded?,request_refund,40,8
Do you provide cards to people not in the UK?,country_support,45,10
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate,67,12
My card isn't letting me purchase something and I wanted to know why.,beneficiary_not_allowed,69,13
Is auto top up available?,automatic_top_up,25,5
A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,direct_debit_payment_not_recognised,170,32
Why didn't my transfer to a beneficiary happen?,beneficiary_not_allowed,47,8
Is there a certain age I need to be?,age_limit,36,9
Where is my virtual card located?,getting_virtual_card,33,6
Is there a reason that my transfer failed?,failed_transfer,42,8
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate,51,10
The funds I transferred are not in my account,balance_not_updated_after_bank_transfer,45,9
Does transferring money have a fee?,transfer_fee_charged,35,6
I can't seem to figure out why my transfers are getting declined.,declined_transfer,65,12
I think that the exchange rate for the withdrawal of my cash is not right.,wrong_exchange_rate_for_cash_withdrawal,74,15
How much are the rates of exchange?,exchange_rate,35,7
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate,42,7
Where can I find the verification code for a top-up?,verify_top_up,52,10
"When I use my card, it says decline?",declined_card_payment,36,8
Will I get Visa or MasterCard?,visa_or_mastercard,30,6
"Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card?",reverted_card_payment?,220,40
The app reverted my recent payment,reverted_card_payment?,34,6
I placed my order a week ago. Is it ok that my card isn't here yet?,card_delivery_estimate,67,16
My top up isnt working,top_up_failed,22,5
Where in the app do I link a new card?,card_linking,38,10
Why am I getting declines when trying to make a purchase online?,declined_transfer,64,12
Is it possible to cancel my transfer?,cancel_transfer,37,7
"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",card_about_to_expire,99,20
"How come my top-up didn't go through instantly, like it usually does?",pending_top_up,69,12
Are cards from the US accepted?,supported_cards_and_currencies,31,6
Will I be sent a new card before mine expires?,card_about_to_expire,46,10
can my husband open an account and transfer money,receiving_money,49,9
Help my prove my identity.,unable_to_verify_identity,26,5
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice,125,24
My payment was stopped,reverted_card_payment?,22,4
Why is there some cash that I did not deposit in my account?,cash_withdrawal_not_recognised,60,13
Am I able to Top Up with Apply Pay?,apple_pay_or_google_pay,35,9
Yikes! I didn't get the amount of money that I requested. What do I do now?,wrong_amount_of_cash_received,75,16
Why would a merchant revert a card payment?,reverted_card_payment?,43,8
I need to transfer to my account and cant.,beneficiary_not_allowed,42,9
"I've been to several different countries, can I exchange the cash with a discount for a large transaction?",exchange_charge,106,18
I did not receive the correct amount for the exchange rate.,card_payment_wrong_exchange_rate,59,11
How do I go about getting hold of a virtual card?,getting_virtual_card,49,11
I tried using my card at multiple vendors and now it's not working.,card_not_working,67,13
I am not comfortable verifying my indentity.,why_verify_identity,44,7
What types of fiduciary currencies are supported for tenure and exchange?,fiat_currency_support,73,11
My money disappeared! Please help??,top_up_reverted,35,5
Is there a way to use this app with a disposable virtual card?,get_disposable_virtual_card,62,13
It declined my transfer.,declined_transfer,24,4
Why can't I get my top up to work in Apple Pay?,apple_pay_or_google_pay,47,12
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,68,11
I need to terminate my account immediately.,terminate_account,43,7
What currencies does google pay top up accept?,apple_pay_or_google_pay,46,8
I was charge a fee that I wasn't told about,transfer_fee_charged,43,10
How do I change my last name?,edit_personal_details,29,7
Is there a way I can have a mastercard?,visa_or_mastercard,39,9
How long do transfers take to show up in my account?,balance_not_updated_after_bank_transfer,52,11
"top up google pay, is it possible?",apple_pay_or_google_pay,34,7
Will my pin number be sent with my card?,get_physical_card,40,9
What do I do to verify my source of funds?,verify_source_of_funds,42,10
virtual card won't work for me,virtual_card_not_working,30,6
"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",card_payment_not_recognised,121,24
Please let me know how to place an order for a virtual card,getting_virtual_card,59,13
I want to get a Visa,visa_or_mastercard,20,6
Someone else accessed my account and made a payment.,card_payment_not_recognised,52,9
I'd like to have extra cards. Will I have to pay for that?,getting_spare_card,58,13
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,transaction_charged_twice,108,23
I don't recognize the direct debit payment from the app.,direct_debit_payment_not_recognised,56,10
I have lost my card! What is my next step?,lost_or_stolen_card,42,10
Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying.,reverted_card_payment?,103,20
How can I move money from my account at a different bank to the account I have at this bank.,transfer_into_account,92,20
I am still awaiting the money I put into my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,65,13
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",pending_top_up,105,23
I want to return an item for a refund can I do that?,request_refund,52,13
Why on earth do you need so much personal id info from me?,why_verify_identity,58,13
How can I fill up my gas tank using a check?,top_up_by_cash_or_cheque,44,11
Is there a Mastercard ATM nearby?,atm_support,33,6
Help me verify the card used on a top-up.,verify_top_up,41,9
The cash abroad exchange rate is applied wrong.,wrong_exchange_rate_for_cash_withdrawal,47,8
I do not want a VISA card.,visa_or_mastercard,26,7
One moment please.,neutral,18,3
why must I prove ID,verify_my_identity,19,5
I forgot my pin and am blocked now. Can I reset it somewhere?,pin_blocked,61,13
When will my card be here?,card_delivery_estimate,26,6
Why was my account assessed a fee?,extra_charge_on_statement,34,7
I need to change my last name on my account because I just got married.,edit_personal_details,71,15
Do you charge if I use a European bank card for top up?,top_up_by_card_charge,55,13
I wish to be able to top up with cash.,top_up_by_cash_or_cheque,38,10
How do I report fraud on my card?,compromised_card,33,8
What other fiat currencies can I use?,fiat_currency_support,37,7
Where can I order my virtual card?,getting_virtual_card,34,7
"I'm locked out of my account as I can't remember my code, what do I do now?",passcode_forgotten,75,17
Is there a maximum for top-ups?,top_up_limits,31,6
What is the reason that my top-up is still pending?,pending_top_up,51,10
I see a $1 charge in a transaction.,extra_charge_on_statement,35,8
I'm still waiting on my identity verification.,unable_to_verify_identity,46,7
Why is my exchange rate wrong?,card_payment_wrong_exchange_rate,30,6
where is this money from,verify_source_of_funds,24,5
"I tried topping off my account with a card, but the money is not in my account despite the charge going through",topping_up_by_card,111,22
What do I do if I forgot my PIN?,pin_blocked,32,9
Why has my new card still not come?,card_arrival,35,8
I can't make purchases with my virtual card.,virtual_card_not_working,44,8
The app shows a withdrawal that I did not make or authorize.,cash_withdrawal_not_recognised,60,12
I was charged for the same thing twice,transaction_charged_twice,38,8
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge,42,8
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival,36,7
Can I get a disposable card? How many can I have? How often can I use them?,disposable_card_limits,75,17
"lost my phone, what is account security?",lost_or_stolen_phone,40,7
I lost track of my card,lost_or_stolen_card,23,6
Am I charged more for using the ATM?,cash_withdrawal_charge,36,8
How do I perform identity checks?,verify_my_identity,33,6
I noticed a charge for a transfer. Why is this? Is it because I did an international transfer?,transfer_fee_charged,94,18
What is my money worth in other countries?,exchange_rate,42,8
I want to use cash to top up.,top_up_by_cash_or_cheque,29,8
What is the estimated wait time for transfers from the US?,transfer_timing,58,11
I have my card here with me and someone has just made a withdrawal for 500. Please help!,cash_withdrawal_not_recognised,88,18
I have a missing refund,Refund_not_showing_up,23,5
How do I go about changing my PIN?,change_pin,34,8
"One of my charges was declined, but the second one went through. But I notice on my App that one of them has gone through, and the other one is still pending. Please ensure that only one charge is processed. Thanks",transaction_charged_twice,214,41
I did not make a direct debit payment as listed on my app,direct_debit_payment_not_recognised,57,13
I am still waiting for a refund,Refund_not_showing_up,31,7
I hate this company! Can you delete my account?,terminate_account,47,9
Am I able to stop a transfer?,cancel_transfer,29,7
I have been charged for one thing two times.,transaction_charged_twice,44,9
What is the estimated time on an urgent transfer from China?,transfer_timing,60,11
Is there a limit for the amount I can top up?,top_up_limits,45,11
Please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised,71,15
Can I get a card that works in other countries like Africa and Indonesia?,country_support,73,14
Please tell me about disposable cards.,get_disposable_virtual_card,38,6
Is a new debit card free?,getting_spare_card,25,6
When does a UK transfer show up?,balance_not_updated_after_bank_transfer,32,7
Can I change my PIN remotely?,change_pin,29,6
Can you tell me why my transfer declined?,declined_transfer,41,8
Why has my top-up not worked?,top_up_failed,29,6
I need to cancel a transfer I made.,cancel_transfer,35,8
I have an unauthorized charge.,direct_debit_payment_not_recognised,30,5
"how to delete account, not happy",terminate_account,32,6
Help! I think someone has made a cash withdrawal with my card!,cash_withdrawal_not_recognised,62,12
IS there anywhere that a card cannot be delivered?,order_physical_card,50,9
I couldn't pay with my card,declined_card_payment,27,6
Can top ups be done from an apple watch.,apple_pay_or_google_pay,40,9
I was charged multiple times at the same location at the same time,transaction_charged_twice,66,13
My password doesn't work.,passcode_forgotten,25,4
I can't see all the refunds in my statement,Refund_not_showing_up,43,9
how come my transfer declined,declined_transfer,29,5
Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,change_pin,125,22
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,balance_not_updated_after_cheque_or_cash_deposit,138,30
Can I receive payments in another currency?,receiving_money,43,7
Can you please tell me why I cant get money from the ATM?,declined_cash_withdrawal,57,13
Can I get another card?,getting_spare_card,23,5
"I am getting charged fees on some payments. Please help me understand, where are these fees disclosed?",card_payment_fee_charged,102,17
Why do you have the identity check,why_verify_identity,34,7
How old do you have to be?,age_limit,26,7
How much transactions do I get with a disposable card?,disposable_card_limits,54,10
Why do you need to perform identity verification?,why_verify_identity,49,8
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",pending_top_up,168,32
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,lost_or_stolen_card,91,20
How do I top up with a cheque?,top_up_by_cash_or_cheque,30,8
Do I have to pay for a physical card?,order_physical_card,37,9
Where can I find top up by cash deposit?,top_up_by_cash_or_cheque,40,9
"When I tried to top up using my card, all of the money disappeared.",topping_up_by_card,67,14
How come there is an extra fee on my statement?,extra_charge_on_statement,47,10
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",balance_not_updated_after_cheque_or_cash_deposit,113,26
I cancelled my card payment,reverted_card_payment?,27,5
I'd like to order another card,getting_spare_card,30,6
Why does it cost more to pay with my card?,card_payment_fee_charged,42,10
Where are the cards delivered to,order_physical_card,32,6
"my card was refused, why?",declined_card_payment,25,5
why was my payment reverted on the app,reverted_card_payment?,38,8
Show me how to verify my identity?,verify_my_identity,34,7
I made a cash deposit to my account but i don't see it,balance_not_updated_after_cheque_or_cash_deposit,54,13
"Even though I added money ey to the card, I couldn't use it",pending_top_up,59,13
Do I need to speak to a representative to change my pin?,change_pin,56,12
I want a refund on the things i bought,request_refund,38,9
There is a direct debit charge on my account that is not mine.,direct_debit_payment_not_recognised,62,13
Looking at my statement I see that I was double charged for a payment I made.,transaction_charged_twice,77,16
Do you receive SWIFT transfers?,top_up_by_bank_transfer_charge,31,5
"daughter needs card, how do i add her",getting_spare_card,37,8
I must verify the source of my funds,verify_source_of_funds,36,8
How come when I tried to pay contactless at the bus it didnt work?,contactless_not_working,66,14
Which countries are supported,country_support,29,4
"I put some money in my account the other day and it's not gone in yet, can you help with this?",balance_not_updated_after_cheque_or_cash_deposit,94,21
There has been a red flag on my top up.,top_up_failed,39,10
How do I see the source of my money?,verify_source_of_funds,36,9
I can't find my phone and I'm worried someone is going to use it,lost_or_stolen_phone,64,14
How do I transfer money from one bank account to another?,transfer_into_account,57,11
My transfer hasn't appeared yet,pending_transfer,31,5
I need to transfer money into this account from my other bank account.,transfer_into_account,70,13
Why is there an extra pound charge that is pending?,extra_charge_on_statement,51,10
Am I able to open an account for my children?,age_limit,45,10
How long will it take to transfer something from China?,transfer_timing,55,10
Tell me your opinion on the exchange rate.,exchange_rate,42,8
I need to update my demographics.,edit_personal_details,33,6
Can I top up using cash?,top_up_by_cash_or_cheque,24,6
I need a new card and I live in the United States.,country_support,50,12
What is the reason for the fee charge on my transfer?,transfer_fee_charged,53,11
Can you help me track my card?,card_arrival,30,7
What's the procedure for canceling a purchase?,request_refund,46,7
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,wrong_amount_of_cash_received,171,35
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,wrong_amount_of_cash_received,156,32
I tried to get cash but it was declined!,declined_cash_withdrawal,40,9
"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?",failed_transfer,227,44
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,transaction_charged_twice,205,39
Will it be possible to change from USD to GBP with this App?,exchange_via_app,60,13
What are your supported countries?,country_support,34,5
Going back to your original question.,neutral,37,6
Why was I unable to finish this transfer?,failed_transfer,41,8
Is there a way to see my money's source?,verify_source_of_funds,40,9
Why would you decline my card?,declined_card_payment,30,6
Balance is not up to date.,balance_not_updated_after_bank_transfer,26,6
The correct amount of cash was not received.,wrong_amount_of_cash_received,44,8
What kind of costs are involved for exchanging currency?,exchange_charge,56,9
What do I need to do to verify my funds?,verify_source_of_funds,40,10
"Hurry and refund me, I am waiting",Refund_not_showing_up,33,7
Why has my beneficiary been denied?,beneficiary_not_allowed,35,6
I wish to top up using a cheque.,top_up_by_cash_or_cheque,32,8
can i use check to top up,top_up_by_cash_or_cheque,25,7
Will I get charged fees when I add money with an international card?,top_up_by_card_charge,68,13
Can I transfer using SWIFT?,top_up_by_bank_transfer_charge,27,5
Do you accept all cards and currencies?,supported_cards_and_currencies,39,7
Where do I activate my card?,activate_my_card,28,6
My card's expiration date is close.,card_about_to_expire,35,6
Can you send me the actual card?,order_physical_card,32,7
what is the status of my refund,Refund_not_showing_up,31,7
There's an unauthorized direct debit in my app.,direct_debit_payment_not_recognised,47,8
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,card_arrival,93,20
How do I initiated a bank transfer to top up?,transfer_into_account,45,10
I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange.,beneficiary_not_allowed,117,23
Why was there a fee for my cash withdrawal?,cash_withdrawal_charge,43,9
My payment has been cancelled,reverted_card_payment?,29,5
An extra fee has been added to my card payment is this correct?,card_payment_fee_charged,63,13
How can I trade currencies with this app?,exchange_via_app,41,8
My card will not work,card_not_working,21,5
Where is my virtual card?,getting_virtual_card,25,5
"Hi, I tried to withdraw some money from an ATM and the machine was broken. It says that the transaction is still in progress. Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",pending_cash_withdrawal,242,47
My payment has been returned.,reverted_card_payment?,29,5
My top up doesn't work,top_up_failed,22,5
How do I fix a transaction to the wrong account?,cancel_transfer,48,10
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,declined_transfer,155,27
How can i get a refund for something i just bought?,request_refund,51,11
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",failed_transfer,161,32
What do you demand for identity verification?,verify_my_identity,45,7
I am inquiring about your auto top up feature.,automatic_top_up,46,9
Can I use app to unblock my card?,pin_blocked,33,8
I am trying to revert a transcation I did this morning,cancel_transfer,54,11
Which credit card top-ups do you accept?,supported_cards_and_currencies,40,7
why do I have an unknown payment?,card_payment_not_recognised,33,7
I completed a transfer that isn't showing up on my account.,balance_not_updated_after_bank_transfer,59,11
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen and will like for you to trace back to make sure.",direct_debit_payment_not_recognised,194,38
I need to reset my passcode. Where do I go to do that?,passcode_forgotten,54,13
Is it on purpose that my payment has been returned to my account?,reverted_card_payment?,65,13
How long do transfers take to go though,balance_not_updated_after_bank_transfer,39,8
I'm not sure why my card didn't work,declined_card_payment,36,8
I transferred money but the balance hasn't changed.,balance_not_updated_after_bank_transfer,51,8
Why do I see an extra fee on my statement?,extra_charge_on_statement,42,10
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient,44,8
What is the extra fee that was added when I used the card?,card_payment_fee_charged,58,13
The app is showing a direct debit payment that I never made,direct_debit_payment_not_recognised,59,12
I put some cash into my account but it's not displaying that on my balance.,balance_not_updated_after_cheque_or_cash_deposit,75,15
"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient,50,9
When will my card come? I need it as soon as possible!,card_delivery_estimate,54,12
Where can I use my card to pay?,card_acceptance,31,8
Why was a payment cancelled on my account?,reverted_card_payment?,42,8
I think when I withdrew money when out of country the exchange rate was wrong.,wrong_exchange_rate_for_cash_withdrawal,78,15
I tried to top up my account and it didn't work,top_up_failed,47,11
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal,177,34
How do I get my card on the app?,card_linking,32,9
Can I use google pay to top up?,apple_pay_or_google_pay,31,8
I got a 1 extra fee in my statement,extra_charge_on_statement,35,9
My transfer still says pending,pending_transfer,30,5
Tell me why my transfer is pending.,pending_transfer,35,7
Can I reset my PIN?,change_pin,19,5
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",failed_transfer,149,28
Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks.,balance_not_updated_after_bank_transfer,202,44
How do I know which countries you provide service in?,country_support,53,10
Can I transfer money to my account with the app?,transfer_into_account,48,10
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,card_not_working,196,38
Is it free for top ups?,top_up_by_card_charge,23,6
There's a payment in the app I don't recognize.,card_payment_not_recognised,47,9
Please explain the exchange rates.,exchange_rate,34,5
Does it cost money to top up?,top_up_by_card_charge,29,7
Tell me what the steps for the identity checks are,verify_my_identity,50,10
Why have I been charged more than once for the same transaction?,transaction_charged_twice,64,12
Where can I modify my information?,edit_personal_details,34,6
How do I add my new card to the app?,card_linking,36,10
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",top_up_failed,141,25
How do I go about cancelling a transaction?,cancel_transfer,43,8
Can you see my new balance yet?,balance_not_updated_after_bank_transfer,31,7
I am interested in cancelling a purchase,request_refund,40,7
Reverted top up,top_up_reverted,15,3
Why was my transaction charged an extra fee when paying with my card?,card_payment_fee_charged,69,13
What currencies can I use to top up my account?,transfer_into_account,47,10
What are the reasons for a declined transfer?,declined_transfer,45,8
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,47,8
I need my card soon.,card_delivery_estimate,20,5
What does it mean if it says that my payment is pending?,pending_card_payment,56,12
Am I able to top up with this cheque I received?,top_up_by_cash_or_cheque,48,11
"Why is my transfer appearing as ""pending""?",pending_transfer,42,7
I'm not sure if my pop-up went through.,top_up_failed,39,8
how long does it take to get my card i am in a rush,card_delivery_estimate,51,14
Am I able to use my account if the identity verification is not complete?,why_verify_identity,73,14
I have a fee listed for a transfer.,transfer_fee_charged,35,8
"I locked myself out of my account, how do I unblock my PIN?",pin_blocked,59,13
Can you please assist on my item that needs to be refunded?,request_refund,59,12
Where is the closest ATM to me?,atm_support,31,7
The cheque I deposited isn't showing in my account,balance_not_updated_after_cheque_or_cash_deposit,50,9
I am looking for my top-up verification code and cannot find it.,verify_top_up,64,12
I don't live in the UK. Can I still get a card?,country_support,47,12
My refund for a purchase hasn't cone through yet.,Refund_not_showing_up,49,9
Could you please tell me how to activate my new card?,activate_my_card,53,11
what to do about stolen phone,lost_or_stolen_phone,29,6
Account topping up bank transfers to my account assistance please?,transfer_into_account,66,10
I deposited cash into my account and I'm having trouble seeing it on my account.,balance_not_updated_after_cheque_or_cash_deposit,80,15
The bank charged me fees for withdrawing cash!,cash_withdrawal_charge,46,8
Why am i being charged for withdrawing cash funds?,cash_withdrawal_charge,50,9
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,direct_debit_payment_not_recognised,211,42
Where can I link a new card?,card_linking,28,7
Do you offer any discounts for someone who exchanges currencies frequently?,exchange_charge,75,11
Do you ship your cards anywhere?,order_physical_card,32,6
My credit card did not go through. Can you see if it has insufficient funds?,top_up_failed,76,15
"Give me my card, I need it now!",card_delivery_estimate,31,8
What are the disposable card limits?,disposable_card_limits,36,6
Why have I not received a virtual card yet?,getting_virtual_card,43,9
A direct debit appears in the app but I didn't authorize it.,direct_debit_payment_not_recognised,60,12
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",top_up_reverted,98,20
I am concerned that I am being doubled charged for several items purchased in the past week. Please review my statement and correct.,transaction_charged_twice,132,23
Can I change or hold different currency?,fiat_currency_support,40,7
I was making a purchase and it was declined and I wanted to know why.,declined_transfer,69,15
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice,252,47
"Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it.",Refund_not_showing_up,215,41
I just deposited cash to my account and can't find it!,balance_not_updated_after_cheque_or_cash_deposit,54,11
Why are there fees for using a card?,card_payment_fee_charged,36,8
When I was abroad the exchange rate for me was wrong.,wrong_exchange_rate_for_cash_withdrawal,53,11
I can't activate my card?,activate_my_card,25,5
Why is the transaction not posting?,pending_transfer,35,6
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",card_payment_not_recognised,149,29
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",pending_transfer,157,30
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,card_payment_not_recognised,164,34
How can I configure what currency my salary is in if it's in GBP?,receiving_money,65,14
Can you give me more details about that?,neutral,40,8
"My withdrawal is pending, why?",pending_cash_withdrawal,30,5
What is the status of my top up?,top_up_reverted,32,8
Can I transfer money using the SWIFT service?,top_up_by_bank_transfer_charge,45,8
How do I verify my top up?,verify_top_up,26,7
I need to renew a card that's about to expire,card_about_to_expire,45,10
Why does my top-up get cancelled?,top_up_reverted,33,6
Do I need to pay extra for exchanging currencies?,exchange_charge,49,9
Do you have a return policy?,request_refund,28,6
I was just needing to know why my card got declined,declined_card_payment,51,11
Why would my card payment be cancelled?,reverted_card_payment?,39,7
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,direct_debit_payment_not_recognised,116,22
My account shows up as pending after I received cash from the ATM earlier. How can this be still pending? I've got the cash already.,pending_cash_withdrawal,132,25
Can I make a contactless payments?,contactless_not_working,34,6
Could you please tell me your exchange rates?,exchange_rate,45,8
Where can i find my top-up verification code?,verify_top_up,45,8
Where do i go to receive a virtual card,getting_virtual_card,39,9
what is the most money i can top up?,top_up_limits,36,9
Tell me what I should do after my card expires.,card_about_to_expire,47,10
"I'm having money transferred from Europe, how long will this take?",transfer_timing,66,11
"I no longer need AUD, I need GBP instead, how can I make this happen?",exchange_via_app,69,15
What types of cards and money do you accept?,supported_cards_and_currencies,44,9
"My PIN is unlocked, what do I do?",pin_blocked,33,8
My bill shows the same charge more than once,transaction_charged_twice,44,9
"Someone has a copy of my card !! I definitely still have it here but someone just made a 500 cash withdrawal, HELP!",cash_withdrawal_not_recognised,115,23
Where can I use this card?,card_acceptance,26,6
Why hasn't my payment gone through yet?,pending_card_payment,39,7
"i needed money for a night out with the girls but i was declined, why?",declined_cash_withdrawal,70,15
"I am looking to get a Visa credit card, what must I do to achieve this?",visa_or_mastercard,71,16
Why was there a fee when I pulled cash?,cash_withdrawal_charge,39,9
I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,beneficiary_not_allowed,142,28
Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal,47,8
Help! What should I do? My phone was stolen yesterday.,lost_or_stolen_phone,54,10
How long will this transfer from europe take?,transfer_timing,45,8
"I see in the app some cash was withdrawn, but it's not mine.",cash_withdrawal_not_recognised,60,13
Can you tell me how to tell where my funds come from?,verify_source_of_funds,53,12
Where do I access the auto top-up function?,automatic_top_up,43,8
When will my transfer move from pending to confirmed?,pending_transfer,53,9
"i am not a premium customer but i want a virtual card, how do i get it",disposable_card_limits,70,17
I entered a wrong PIN too many times. How can I fix this?,pin_blocked,57,13
